# 1-1
0	Anna	O	-
1	Karenina	O	-

# 2-1
0	Naar	O	-
1	het	O	-
2	Russisch	O	-
3	van	O	-

# 3-1
0	Graaf	O	-
1	Leo	O	-
2	Tolstoï	O	-

# 4-1
0	EERSTE	O	-
1	BOEK	O	-
2	.	O	-

# 5-1
0	I.	O	-

# 6-1
0	Gelukkige	B-AGENT	2
1	huisgezinnen	I-AGENT	2
2	zijn	REALIS	-
3	elkander	O	-
4	gelijk	O	-
5	;	O	-
6	ieder	B-AGENT	9
7	ongelukkig	I-AGENT	9
8	gezin	I-AGENT	9
9	is	REALIS	-
10	daarentegen	O	-
11	op	O	-
12	bizondere	O	-
13	wijze	O	-
14	ongelukkig	O	-
15	.	O	-

# 6-2
0	In	-	-
1	het	-	-
2	huis	-	-
3	der	-	-
4	Oblonsky's	-	-
5	liep	-	-
6	alles	-	-
7	in	-	-
8	de	-	-
9	war	-	-
10	.	-	-

# 6-3
0	De	-	-
1	huisvrouw	-	-
2	was	-	-
3	er	-	-
4	achter	-	-
5	gekomen	-	-
6	,	-	-
7	dat	-	-
8	haar	-	-
9	man	-	-
10	op	-	-
11	te	-	-
12	vertrouwelijken	-	-
13	voet	-	-
14	stond	-	-
15	met	-	-
16	de	-	-
17	Fransche	-	-
18	gouvernante	-	-
19	,	-	-
20	en	-	-
21	daarom	-	-
22	had	-	-
23	zij	-	-
24	hem	-	-
25	verklaard	-	-
26	,	-	-
27	niet	-	-
28	langer	-	-
29	met	-	-
30	hem	-	-
31	onder	-	-
32	één	-	-
33	dak	-	-
34	te	-	-
35	willen	-	-
36	leven	-	-
37	.	-	-

# 6-4
0	Dit	O	-
1	was	O	-
2	voor	O	-
3	drie	O	-
4	dagen	O	-
5	voorgevallen	REALIS	-
6	en	O	-
7	de	B-AGENT	11
8	daaruit	I-AGENT	11
9	ontstane	I-AGENT	11
10	wanverhouding	I-AGENT	11
11	drukte	REALIS	-
12	evenzeer	O	-
13	de	B-PATIENT	11
14	echtgenooten	I-PATIENT	11
15	zelf	O	-
16	,	O	-
17	als	O	-
18	de	B-PATIENT	11
19	andere	I-PATIENT	11
20	familieleden	I-PATIENT	11
21	en	O	-
22	het	B-PATIENT	11
23	dienstpersoneel	I-PATIENT	11
24	.	O	-

# 6-5
0	Alle	B-AGENT	2
1	huisgenooten	I-AGENT	2
2	hadden	REALIS	-
3	een	O	-
4	gevoel	O	-
5	,	O	-
6	alsof	O	-
7	er	O	-
8	in	O	-
9	hun	O	-
10	samenzijn	O	-
11	niet	O	-
12	meer	O	-
13	de	B-AGENT	16
14	rechte	I-AGENT	16
15	geest	I-AGENT	16
16	was	IRREALIS	-
17	,	O	-
18	alsof	O	-
19	de	B-AGENT	27,33
20	gasten	I-AGENT	27,33
21	,	O	-
22	die	O	-
23	toevallig	O	-
24	in	O	-
25	een	O	-
26	herberg	O	-
27	samentreffen	REALIS	-
28	,	O	-
29	meer	O	-
30	met	O	-
31	elkander	O	-
32	verbonden	O	-
33	waren	REALIS	-
34	dan	O	-
35	zij	O	-
36	.	O	-

# 7-1
0	De	B-AGENT	2
1	huisvrouw	I-AGENT	2
2	verliet	IRREALIS	-
3	haar	B-PATIENT	2
4	kamer	I-PATIENT	2
5	niet	O	-
6	,	O	-
7	mijnheer	B-AGENT	12
8	was	O	-
9	sedert	O	-
10	eenige	O	-
11	dagen	O	-
12	afwezig	REALIS	-
13	,	O	-
14	de	B-AGENT	16
15	kinderen	I-AGENT	16
16	liepen	REALIS	-
17	als	O	-
18	vergeten	O	-
19	en	O	-
20	verlaten	O	-
21	door	O	-
22	het	O	-
23	huis	O	-
24	rond	O	-
25	.	O	-

# 7-2
0	De	B-AGENT	9,11
1	Engelsche	I-AGENT	9,11
2	bonne	I-AGENT	9,11
3	was	O	-
4	't	O	-
5	met	O	-
6	de	O	-
7	huishoudster	O	-
8	oneens	O	-
9	geworden	REALIS	-
10	en	O	-
11	schreef	REALIS	-
12	aan	O	-
13	een	B-AGENT	24
14	vriendin	I-AGENT	24
15	om	O	-
16	naar	O	-
17	een	O	-
18	andere	O	-
19	betrekking	O	-
20	voor	O	-
21	haar	O	-
22	om	O	-
23	te	O	-
24	zien	REALIS	-
25	.	O	-

# 7-3
0	De	-	-
1	kok	-	-
2	had	-	-
3	den	-	-
4	vorigen	-	-
5	middag	-	-
6	reeds	-	-
7	huis	-	-
8	en	-	-
9	dienst	-	-
10	verlaten	-	-
11	,	-	-
12	ook	-	-
13	de	-	-
14	onderkeukenmeid	-	-
15	en	-	-
16	koetsier	-	-
17	eischten	-	-
18	hun	-	-
19	loon	-	-
20	.	-	-

# 8-1
0	Op	O	-
1	den	O	-
2	derden	O	-
3	dag	O	-
4	ontwaakte	REALIS	-
5	Stipan	B-AGENT	4
6	Arkadiewitsch	I-AGENT	4
7	Oblonsky	I-AGENT	4
8	-	I-AGENT	4
9	Stiwa	I-AGENT	4
10	,	O	-
11	zooals	O	-
12	hij	O	-
13	door	O	-
14	zijn	B-AGENT	16
15	vrienden	I-AGENT	16
16	genoemd	REALIS	-
17	werd	O	-
